mese,categoria,bucket_ritardo_arrivo,minuti_anticipo,count,minuti_ritardo
2025-04,IC,"(-30,-15]",335.0,17,0.0
2025-04,IC,"(-5,-1]",1821.0,761,0.0
2025-04,IC,"(-60,-30]",30.0,1,0.0
2025-04,IC,"(0,1]",0.0,190,190.0
2025-04,IC,"(1,5]",0.0,498,1687.0
2025-04,IC,"(10,15]",0.0,164,2113.0
2025-04,IC,"(15,30]",0.0,182,3956.0
2025-04,IC,"(30,60]",0.0,90,3818.0
2025-04,IC,"(5,10]",0.0,300,2322.0
2025-04,IC,"(60,120]",0.0,50,4192.0
2025-04,IC,<= -60,61.0,1,0.0
2025-04,IC,> 120,0.0,17,4005.0
2025-04,IC,missing,0.0,2,0.0
2025-04,ICN,"(-1,0]",0.0,18,0.0
2025-04,ICN,"(-10,-5]",715.0,108,0.0
2025-04,ICN,"(-15,-10]",333.0,29,0.0
2025-04,ICN,"(-30,-15]",573.0,30,0.0
2025-04,ICN,"(-5,-1]",365.0,140,0.0
2025-04,ICN,"(-60,-30]",67.0,2,0.0
2025-04,ICN,"(0,1]",0.0,30,30.0
2025-04,ICN,"(1,5]",0.0,66,218.0
2025-04,ICN,"(10,15]",0.0,20,257.0
2025-04,ICN,"(15,30]",0.0,28,641.0
2025-04,ICN,"(30,60]",0.0,24,993.0
2025-04,ICN,"(5,10]",0.0,33,262.0
2025-04,ICN,"(60,120]",0.0,20,1604.0
2025-04,ICN,> 120,0.0,1,291.0
2025-04,IR,"(10,15]",0.0,2,29.0
2025-04,IR,"(60,120]",0.0,1,92.0
2025-04,MET,"(-1,0]",0.0,778,0.0
2025-04,MET,"(-10,-5]",2953.0,460,0.0
2025-04,MET,"(-15,-10]",33.0,3,0.0
2025-04,MET,"(-5,-1]",6064.0,3179,0.0
2025-04,MET,"(0,1]",0.0,950,950.0
2025-04,MET,"(1,5]",0.0,871,2468.0
2025-04,MET,"(10,15]",0.0,31,389.0
2025-04,MET,"(15,30]",0.0,26,569.0
2025-04,MET,"(30,60]",0.0,12,476.0
2025-04,MET,"(5,10]",0.0,100,740.0
2025-04,MET,"(60,120]",0.0,5,314.0
2025-04,MET,missing,0.0,37,0.0
2025-04,NCL,"(-60,-30]",81.0,2,0.0
2025-04,NCL,"(1,5]",0.0,1,2.0
2025-04,NCL,"(10,15]",0.0,1,14.0
2025-04,NCL,"(30,60]",0.0,1,58.0
2025-04,NCL,"(5,10]",0.0,1,9.0
2025-04,NCL,"(60,120]",0.0,1,94.0
2025-04,NCL,> 120,0.0,2,523.0
2025-04,NCL,missing,0.0,5,0.0
2025-04,REG,"(-1,0]",0.0,22950,0.0
2025-04,REG,"(-10,-5]",65514.0,11053,0.0
2025-04,REG,"(-15,-10]",7877.0,701,0.0
2025-04,REG,"(-30,-15]",2449.0,142,0.0
2025-04,REG,"(-5,-1]",164181.0,80909,0.0
2025-04,REG,"(-60,-30]",32.0,1,0.0
2025-04,REG,"(0,1]",0.0,27698,27698.0
2025-04,REG,"(1,5]",0.0,56022,173693.0
2025-04,REG,"(10,15]",0.0,3881,49054.0
2025-04,REG,"(15,30]",0.0,3633,77441.0
2025-04,REG,"(30,60]",0.0,1423,58389.0
2025-04,REG,"(5,10]",0.0,13861,102163.0
2025-04,REG,"(60,120]",0.0,282,22109.0
2025-04,REG,<= -60,60.0,1,0.0
2025-04,REG,> 120,0.0,35,6171.0
2025-04,REG,missing,0.0,2221,0.0
2025-04,,"(-1,0]",0.0,666,0.0
2025-04,,"(-10,-5]",10370.0,1622,0.0
2025-04,,"(-15,-10]",2556.0,234,0.0
2025-04,,"(-30,-15]",340.0,22,0.0
2025-04,,"(-5,-1]",7700.0,3254,0.0
2025-04,,"(0,1]",0.0,912,912.0
2025-04,,"(1,5]",0.0,3524,11660.0
2025-04,,"(10,15]",0.0,866,10996.0
2025-04,,"(15,30]",0.0,1138,24964.0
2025-04,,"(30,60]",0.0,746,31772.0
2025-04,,"(5,10]",0.0,1872,14474.0
2025-04,,"(60,120]",0.0,284,23104.0
2025-04,,> 120,0.0,88,18036.0
2025-05,DIR,"(15,30]",0.0,1,18.0
2025-05,DIR,"(30,60]",0.0,1,34.0
2025-05,EC,"(-1,0]",0.0,53,0.0
2025-05,EC,"(-10,-5]",1115.0,179,0.0
2025-05,EC,"(-15,-10]",438.0,39,0.0
2025-05,EC,"(-30,-15]",202.0,12,0.0
2025-05,EC,"(-5,-1]",877.0,354,0.0
2025-05,EC,"(0,1]",0.0,86,86.0
2025-05,EC,"(1,5]",0.0,294,968.0
2025-05,EC,"(10,15]",0.0,88,1088.0
2025-05,EC,"(15,30]",0.0,97,2001.0
2025-05,EC,"(30,60]",0.0,37,1584.0
2025-05,EC,"(5,10]",0.0,199,1526.0
2025-05,EC,"(60,120]",0.0,24,1979.0
2025-05,EC,> 120,0.0,8,1738.0
2025-05,EC,missing,0.0,13,0.0
2025-05,EN,"(-10,-5]",23.0,4,0.0
2025-05,EN,"(-5,-1]",24.0,9,0.0
2025-05,EN,"(0,1]",0.0,6,6.0
2025-05,EN,"(1,5]",0.0,25,75.0
2025-05,EN,"(10,15]",0.0,16,200.0
2025-05,EN,"(15,30]",0.0,21,439.0
2025-05,EN,"(30,60]",0.0,6,242.0
2025-05,EN,"(5,10]",0.0,14,107.0
2025-05,EN,"(60,120]",0.0,4,279.0
2025-05,EN,> 120,0.0,7,1450.0
2025-05,EXP,"(-10,-5]",26.0,4,0.0
2025-05,EXP,"(-15,-10]",25.0,2,0.0
2025-05,EXP,"(-30,-15]",109.0,6,0.0
2025-05,EXP,"(-5,-1]",9.0,6,0.0
2025-05,EXP,"(0,1]",0.0,2,2.0
2025-05,EXP,"(1,5]",0.0,4,9.0
2025-05,EXP,"(10,15]",0.0,2,27.0
2025-05,EXP,"(15,30]",0.0,3,67.0
2025-05,EXP,"(30,60]",0.0,4,168.0
2025-05,EXP,"(5,10]",0.0,2,15.0
2025-05,EXP,"(60,120]",0.0,2,150.0
2025-05,IC,"(-1,0]",0.0,136,0.0
2025-05,IC,"(-10,-5]",2418.0,367,0.0
2025-05,IC,"(-15,-10]",902.0,81,0.0
2025-05,IC,"(-30,-15]",449.0,24,0.0
2025-05,IC,"(-5,-1]",1773.0,740,0.0
2025-05,IC,"(-60,-30]",67.0,2,0.0
2025-05,IC,"(0,1]",0.0,178,178.0
2025-05,IC,"(1,5]",0.0,548,1835.0
2025-05,IC,"(10,15]",0.0,180,2328.0
2025-05,IC,"(15,30]",0.0,240,5232.0
2025-05,IC,"(30,60]",0.0,151,6414.0
2025-05,IC,"(5,10]",0.0,341,2706.0
2025-05,IC,"(60,120]",0.0,72,5826.0
2025-05,IC,> 120,0.0,14,2119.0
2025-05,IC,missing,0.0,71,0.0
2025-05,ICN,"(-1,0]",0.0,24,0.0
2025-05,ICN,"(-10,-5]",712.0,106,0.0
2025-05,ICN,"(-15,-10]",427.0,37,0.0
2025-05,ICN,"(-30,-15]",888.0,42,0.0
2025-05,ICN,"(-5,-1]",321.0,130,0.0
2025-05,ICN,"(-60,-30]",93.0,3,0.0
2025-05,ICN,"(0,1]",0.0,26,26.0
2025-05,ICN,"(1,5]",0.0,76,243.0
2025-05,ICN,"(10,15]",0.0,23,299.0
2025-05,ICN,"(15,30]",0.0,29,658.0
2025-05,ICN,"(30,60]",0.0,24,997.0
2025-05,ICN,"(5,10]",0.0,43,328.0
2025-05,ICN,"(60,120]",0.0,30,2573.0
2025-05,ICN,> 120,0.0,2,254.0
2025-05,IR,"(-10,-5]",6.0,1,0.0
2025-05,IR,"(-5,-1]",10.0,4,0.0
2025-05,IR,"(30,60]",0.0,1,53.0
2025-05,MET,"(-1,0]",0.0,739,0.0
2025-05,MET,"(-10,-5]",2789.0,434,0.0
2025-05,MET,"(-15,-10]",49.0,4,0.0
2025-05,MET,"(-30,-15]",27.0,1,0.0
2025-05,MET,"(-5,-1]",5962.0,3112,0.0
2025-05,MET,"(0,1]",0.0,942,942.0
2025-05,MET,"(1,5]",0.0,871,2424.0
2025-05,MET,"(10,15]",0.0,49,630.0
2025-05,MET,"(15,30]",0.0,60,1297.0
2025-05,MET,"(30,60]",0.0,24,1018.0
2025-05,MET,"(5,10]",0.0,167,1272.0
2025-05,MET,"(60,120]",0.0,4,336.0
2025-05,MET,> 120,0.0,2,437.0
2025-05,MET,missing,0.0,325,0.0
2025-05,NCL,"(-10,-5]",48.0,7,0.0
2025-05,NCL,"(-30,-15]",23.0,1,0.0
2025-05,NCL,"(-5,-1]",11.0,4,0.0
2025-05,NCL,"(-60,-30]",49.0,1,0.0
2025-05,NCL,"(1,5]",0.0,3,9.0
2025-05,NCL,"(10,15]",0.0,1,13.0
2025-05,NCL,"(15,30]",0.0,2,40.0
2025-05,NCL,"(30,60]",0.0,8,396.0
2025-05,NCL,"(60,120]",0.0,1,66.0
2025-05,NCL,<= -60,68.0,1,0.0
2025-05,NCL,missing,0.0,10,0.0
2025-05,REG,"(-1,0]",0.0,22781,0.0
2025-05,REG,"(-10,-5]",62059.0,10412,0.0
2025-05,REG,"(-15,-10]",8239.0,736,0.0
2025-05,REG,"(-30,-15]",1842.0,109,0.0
2025-05,REG,"(-5,-1]",160011.0,79313,0.0
2025-05,REG,"(-60,-30]",144.0,4,0.0
2025-05,REG,"(0,1]",0.0,27606,27606.0
2025-05,REG,"(1,5]",0.0,59032,184907.0
2025-05,REG,"(10,15]",0.0,4869,61738.0
2025-05,REG,"(15,30]",0.0,5044,108142.0
2025-05,REG,"(30,60]",0.0,2212,90144.0
2025-05,REG,"(5,10]",0.0,16606,123432.0
2025-05,REG,"(60,120]",0.0,509,39585.0
2025-05,REG,<= -60,82.0,1,0.0
2025-05,REG,> 120,0.0,73,12719.0
2025-05,REG,missing,0.0,8612,0.0
2025-05,,"(-1,0]",0.0,638,0.0
2025-05,,"(-10,-5]",10078.0,1554,0.0
2025-05,,"(-15,-10]",2692.0,246,0.0
2025-05,,"(-30,-15]",422.0,26,0.0
2025-05,,"(-5,-1]",7156.0,3000,0.0
2025-05,,"(0,1]",0.0,876,876.0
2025-05,,"(1,5]",0.0,3166,10664.0
2025-05,,"(10,15]",0.0,1060,13516.0
2025-05,,"(15,30]",0.0,1378,30336.0
2025-05,,"(30,60]",0.0,934,39450.0
2025-05,,"(5,10]",0.0,2180,16858.0
2025-05,,"(60,120]",0.0,350,28322.0
2025-05,,> 120,0.0,104,16694.0
2025-05,,missing,0.0,392,0.0
2025-06,EC,"(-1,0]",0.0,33,0.0
2025-06,EC,"(-10,-5]",659.0,105,0.0
2025-06,EC,"(-15,-10]",235.0,21,0.0
2025-06,EC,"(-30,-15]",115.0,7,0.0
2025-06,EC,"(-5,-1]",726.0,299,0.0
2025-06,EC,"(0,1]",0.0,75,75.0
2025-06,EC,"(1,5]",0.0,231,782.0
2025-06,EC,"(10,15]",0.0,79,1029.0
2025-06,EC,"(15,30]",0.0,104,2262.0
2025-06,EC,"(30,60]",0.0,61,2691.0
2025-06,EC,"(5,10]",0.0,131,1016.0
2025-06,EC,"(60,120]",0.0,28,2427.0
2025-06,EC,> 120,0.0,6,930.0
2025-06,EC,missing,0.0,30,0.0
2025-06,EN,"(-1,0]",0.0,1,0.0
2025-06,EN,"(-10,-5]",26.0,4,0.0
2025-06,EN,"(-30,-15]",92.0,4,0.0
2025-06,EN,"(-5,-1]",17.0,7,0.0
2025-06,EN,"(0,1]",0.0,15,15.0
2025-06,EN,"(1,5]",0.0,28,96.0
2025-06,EN,"(10,15]",0.0,8,97.0
2025-06,EN,"(15,30]",0.0,14,298.0
2025-06,EN,"(30,60]",0.0,9,408.0
2025-06,EN,"(5,10]",0.0,15,122.0
2025-06,EN,"(60,120]",0.0,6,588.0
2025-06,EN,> 120,0.0,2,331.0
2025-06,EN,missing,0.0,2,0.0
2025-06,EXP,"(-1,0]",0.0,1,0.0
2025-06,EXP,"(-10,-5]",41.0,6,0.0
2025-06,EXP,"(-15,-10]",47.0,4,0.0
2025-06,EXP,"(-30,-15]",18.0,1,0.0
2025-06,EXP,"(-5,-1]",12.0,4,0.0
2025-06,EXP,"(0,1]",0.0,2,2.0
2025-06,EXP,"(1,5]",0.0,3,10.0
2025-06,EXP,"(10,15]",0.0,4,53.0
2025-06,EXP,"(15,30]",0.0,8,189.0
2025-06,EXP,"(30,60]",0.0,2,90.0
2025-06,EXP,"(5,10]",0.0,3,24.0
2025-06,EXP,missing,0.0,2,0.0
2025-06,IC,"(-1,0]",0.0,110,0.0
2025-06,IC,"(-10,-5]",1777.0,277,0.0
2025-06,IC,"(-15,-10]",947.0,83,0.0
2025-06,IC,"(-30,-15]",305.0,16,0.0
2025-06,IC,"(-5,-1]",1268.0,533,0.0
2025-06,IC,"(-60,-30]",66.0,2,0.0
2025-06,IC,"(0,1]",0.0,199,199.0
2025-06,IC,"(1,5]",0.0,506,1728.0
2025-06,IC,"(10,15]",0.0,242,3113.0
2025-06,IC,"(15,30]",0.0,303,6635.0
2025-06,IC,"(30,60]",0.0,222,9339.0
2025-06,IC,"(5,10]",0.0,407,3165.0
2025-06,IC,"(60,120]",0.0,94,7455.0
2025-06,IC,> 120,0.0,54,9950.0
2025-06,IC,missing,0.0,23,0.0
2025-06,ICN,"(-1,0]",0.0,27,0.0
2025-06,ICN,"(-10,-5]",680.0,99,0.0
2025-06,ICN,"(-15,-10]",479.0,43,0.0
2025-06,ICN,"(-30,-15]",821.0,41,0.0
2025-06,ICN,"(-5,-1]",337.0,142,0.0
2025-06,ICN,"(-60,-30]",80.0,2,0.0
2025-06,ICN,"(0,1]",0.0,30,30.0
2025-06,ICN,"(1,5]",0.0,72,230.0
2025-06,ICN,"(10,15]",0.0,19,246.0
2025-06,ICN,"(15,30]",0.0,36,804.0
2025-06,ICN,"(30,60]",0.0,34,1473.0
2025-06,ICN,"(5,10]",0.0,34,264.0
2025-06,ICN,"(60,120]",0.0,23,1993.0
2025-06,ICN,> 120,0.0,5,847.0
2025-06,IR,"(-5,-1]",7.0,2,0.0
2025-06,IR,"(1,5]",0.0,2,8.0
2025-06,IR,"(10,15]",0.0,1,11.0
2025-06,IR,"(15,30]",0.0,1,23.0
2025-06,IR,"(30,60]",0.0,1,41.0
2025-06,IR,"(60,120]",0.0,2,148.0
2025-06,MET,"(-1,0]",0.0,762,0.0
2025-06,MET,"(-10,-5]",1851.0,298,0.0
2025-06,MET,"(-15,-10]",71.0,6,0.0
2025-06,MET,"(-30,-15]",22.0,1,0.0
2025-06,MET,"(-5,-1]",6285.0,3185,0.0
2025-06,MET,"(0,1]",0.0,990,990.0
2025-06,MET,"(1,5]",0.0,998,2882.0
2025-06,MET,"(10,15]",0.0,46,594.0
2025-06,MET,"(15,30]",0.0,34,720.0
2025-06,MET,"(30,60]",0.0,21,928.0
2025-06,MET,"(5,10]",0.0,149,1101.0
2025-06,MET,"(60,120]",0.0,3,210.0
2025-06,MET,> 120,0.0,5,909.0
2025-06,MET,missing,0.0,168,0.0
2025-06,NCL,"(-10,-5]",8.0,1,0.0
2025-06,NCL,"(-30,-15]",19.0,1,0.0
2025-06,NCL,"(-60,-30]",52.0,1,0.0
2025-06,NCL,"(1,5]",0.0,1,5.0
2025-06,NCL,"(10,15]",0.0,1,14.0
2025-06,NCL,"(30,60]",0.0,1,33.0
2025-06,NCL,"(5,10]",0.0,1,9.0
2025-06,NCL,<= -60,86.0,1,0.0
2025-06,NCL,> 120,0.0,1,127.0
2025-06,REG,"(-1,0]",0.0,21167,0.0
2025-06,REG,"(-10,-5]",59599.0,9964,0.0
2025-06,REG,"(-15,-10]",7026.0,623,0.0
2025-06,REG,"(-30,-15]",1867.0,111,0.0
2025-06,REG,"(-5,-1]",155835.0,76636,0.0
2025-06,REG,"(-60,-30]",54.0,1,0.0
2025-06,REG,"(0,1]",0.0,25665,25665.0
2025-06,REG,"(1,5]",0.0,53882,168079.0
2025-06,REG,"(10,15]",0.0,4501,56980.0
2025-06,REG,"(15,30]",0.0,4623,98982.0
2025-06,REG,"(30,60]",0.0,2020,82929.0
2025-06,REG,"(5,10]",0.0,14888,110310.0
2025-06,REG,"(60,120]",0.0,475,37209.0
2025-06,REG,> 120,0.0,50,8016.0
2025-06,REG,missing,0.0,6199,0.0
2025-06,,"(-1,0]",0.0,546,0.0
2025-06,,"(-10,-5]",8082.0,1264,0.0
2025-06,,"(-15,-10]",2286.0,202,0.0
2025-06,,"(-30,-15]",888.0,50,0.0
2025-06,,"(-5,-1]",5814.0,2440,0.0
2025-06,,"(-60,-30]",432.0,10,0.0
2025-06,,"(0,1]",0.0,732,732.0
2025-06,,"(1,5]",0.0,2940,9982.0
2025-06,,"(10,15]",0.0,1104,14004.0
2025-06,,"(15,30]",0.0,1610,35438.0
2025-06,,"(30,60]",0.0,1232,52612.0
2025-06,,"(5,10]",0.0,1900,14694.0
2025-06,,"(60,120]",0.0,634,53024.0
2025-06,,> 120,0.0,206,33926.0
2025-06,,missing,0.0,268,0.0
2025-07,DIR,"(1,5]",0.0,2,5.0
2025-07,EC,"(-1,0]",0.0,26,0.0
2025-07,EC,"(-10,-5]",604.0,97,0.0
2025-07,EC,"(-15,-10]",20.0,2,0.0
2025-07,EC,"(-5,-1]",777.0,320,0.0
2025-07,EC,"(0,1]",0.0,69,69.0
2025-07,EC,"(1,5]",0.0,228,741.0
2025-07,EC,"(10,15]",0.0,87,1117.0
2025-07,EC,"(15,30]",0.0,113,2456.0
2025-07,EC,"(30,60]",0.0,92,3811.0
2025-07,EC,"(5,10]",0.0,132,1014.0
2025-07,EC,"(60,120]",0.0,18,1440.0
2025-07,EC,> 120,0.0,4,698.0
2025-07,EC,missing,0.0,64,0.0
2025-07,EN,"(-1,0]",0.0,3,0.0
2025-07,EN,"(-10,-5]",5.0,1,0.0
2025-07,EN,"(-15,-10]",10.0,1,0.0
2025-07,EN,"(-5,-1]",11.0,6,0.0
2025-07,EN,"(0,1]",0.0,13,13.0
2025-07,EN,"(1,5]",0.0,17,54.0
2025-07,EN,"(10,15]",0.0,6,75.0
2025-07,EN,"(15,30]",0.0,18,405.0
2025-07,EN,"(30,60]",0.0,19,834.0
2025-07,EN,"(5,10]",0.0,23,184.0
2025-07,EN,"(60,120]",0.0,9,780.0
2025-07,EN,> 120,0.0,3,558.0
2025-07,EXP,"(-1,0]",0.0,4,0.0
2025-07,EXP,"(-10,-5]",44.0,7,0.0
2025-07,EXP,"(-15,-10]",61.0,5,0.0
2025-07,EXP,"(-30,-15]",61.0,3,0.0
2025-07,EXP,"(-5,-1]",10.0,6,0.0
2025-07,EXP,"(-60,-30]",38.0,1,0.0
2025-07,EXP,"(1,5]",0.0,6,21.0
2025-07,EXP,"(10,15]",0.0,4,50.0
2025-07,EXP,"(15,30]",0.0,2,53.0
2025-07,EXP,"(30,60]",0.0,5,242.0
2025-07,EXP,"(5,10]",0.0,3,24.0
2025-07,EXP,"(60,120]",0.0,3,239.0
2025-07,EXP,missing,0.0,3,0.0
2025-07,IC,"(-1,0]",0.0,116,0.0
2025-07,IC,"(-10,-5]",1712.0,264,0.0
2025-07,IC,"(-15,-10]",1035.0,91,0.0
2025-07,IC,"(-30,-15]",375.0,20,0.0
2025-07,IC,"(-5,-1]",1272.0,547,0.0
2025-07,IC,"(-60,-30]",77.0,2,0.0
2025-07,IC,"(0,1]",0.0,171,171.0
2025-07,IC,"(1,5]",0.0,502,1662.0
2025-07,IC,"(10,15]",0.0,228,2915.0
2025-07,IC,"(15,30]",0.0,342,7404.0
2025-07,IC,"(30,60]",0.0,252,10828.0
2025-07,IC,"(5,10]",0.0,390,3056.0
2025-07,IC,"(60,120]",0.0,124,9996.0
2025-07,IC,> 120,0.0,40,7469.0
2025-07,IC,missing,0.0,53,0.0
2025-07,ICN,"(-1,0]",0.0,20,0.0
2025-07,ICN,"(-10,-5]",668.0,103,0.0
2025-07,ICN,"(-15,-10]",268.0,24,0.0
2025-07,ICN,"(-30,-15]",602.0,27,0.0
2025-07,ICN,"(-5,-1]",332.0,137,0.0
2025-07,ICN,"(-60,-30]",111.0,3,0.0
2025-07,ICN,"(0,1]",0.0,40,40.0
2025-07,ICN,"(1,5]",0.0,83,276.0
2025-07,ICN,"(10,15]",0.0,26,324.0
2025-07,ICN,"(15,30]",0.0,32,698.0
2025-07,ICN,"(30,60]",0.0,36,1561.0
2025-07,ICN,"(5,10]",0.0,52,409.0
2025-07,ICN,"(60,120]",0.0,21,1746.0
2025-07,ICN,> 120,0.0,3,547.0
2025-07,IR,"(-1,0]",0.0,2,0.0
2025-07,IR,"(-5,-1]",1.0,1,0.0
2025-07,IR,"(1,5]",0.0,1,3.0
2025-07,IR,"(30,60]",0.0,4,145.0
2025-07,IR,"(5,10]",0.0,2,15.0
2025-07,IR,"(60,120]",0.0,1,72.0
2025-07,MET,"(-1,0]",0.0,739,0.0
2025-07,MET,"(-10,-5]",541.0,96,0.0
2025-07,MET,"(-15,-10]",32.0,3,0.0
2025-07,MET,"(-5,-1]",5789.0,3091,0.0
2025-07,MET,"(0,1]",0.0,1091,1091.0
2025-07,MET,"(1,5]",0.0,1201,3324.0
2025-07,MET,"(10,15]",0.0,73,938.0
2025-07,MET,"(15,30]",0.0,64,1372.0
2025-07,MET,"(30,60]",0.0,23,890.0
2025-07,MET,"(5,10]",0.0,131,1024.0
2025-07,MET,"(60,120]",0.0,8,727.0
2025-07,MET,> 120,0.0,2,424.0
2025-07,MET,missing,0.0,259,0.0
2025-07,NCL,"(-10,-5]",6.0,1,0.0
2025-07,NCL,"(-30,-15]",21.0,1,0.0
2025-07,NCL,"(-60,-30]",150.0,3,0.0
2025-07,NCL,"(1,5]",0.0,1,5.0
2025-07,NCL,"(10,15]",0.0,1,14.0
2025-07,NCL,"(30,60]",0.0,1,54.0
2025-07,NCL,> 120,0.0,1,357.0
2025-07,NCL,missing,0.0,4,0.0
2025-07,REG,"(-1,0]",0.0,22045,0.0
2025-07,REG,"(-10,-5]",70721.0,11820,0.0
2025-07,REG,"(-15,-10]",8388.0,745,0.0
2025-07,REG,"(-30,-15]",2255.0,134,0.0
2025-07,REG,"(-5,-1]",169819.0,82704,0.0
2025-07,REG,"(-60,-30]",181.0,5,0.0
2025-07,REG,"(0,1]",0.0,26622,26622.0
2025-07,REG,"(1,5]",0.0,54282,168573.0
2025-07,REG,"(10,15]",0.0,4329,54567.0
2025-07,REG,"(15,30]",0.0,4418,94174.0
2025-07,REG,"(30,60]",0.0,1918,78512.0
2025-07,REG,"(5,10]",0.0,14935,110595.0
2025-07,REG,"(60,120]",0.0,508,39645.0
2025-07,REG,> 120,0.0,80,12713.0
2025-07,REG,missing,0.0,5843,0.0
2025-07,,"(-1,0]",0.0,622,0.0
2025-07,,"(-10,-5]",8142.0,1274,0.0
2025-07,,"(-15,-10]",2268.0,204,0.0
2025-07,,"(-30,-15]",818.0,48,0.0
2025-07,,"(-5,-1]",5806.0,2514,0.0
2025-07,,"(0,1]",0.0,918,918.0
2025-07,,"(1,5]",0.0,3190,10758.0
2025-07,,"(10,15]",0.0,1136,14526.0
2025-07,,"(15,30]",0.0,1584,34796.0
2025-07,,"(30,60]",0.0,1176,49662.0
2025-07,,"(5,10]",0.0,2200,17152.0
2025-07,,"(60,120]",0.0,548,44916.0
2025-07,,> 120,0.0,182,29992.0
2025-07,,missing,0.0,238,0.0
2025-08,EC,"(-1,0]",0.0,46,0.0
2025-08,EC,"(-10,-5]",1077.0,176,0.0
2025-08,EC,"(-15,-10]",264.0,23,0.0
2025-08,EC,"(-30,-15]",17.0,1,0.0
2025-08,EC,"(-5,-1]",1104.0,441,0.0
2025-08,EC,"(0,1]",0.0,93,93.0
2025-08,EC,"(1,5]",0.0,230,768.0
2025-08,EC,"(10,15]",0.0,71,879.0
2025-08,EC,"(15,30]",0.0,78,1698.0
2025-08,EC,"(30,60]",0.0,32,1373.0
2025-08,EC,"(5,10]",0.0,176,1354.0
2025-08,EC,"(60,120]",0.0,14,1118.0
2025-08,EC,> 120,0.0,7,1227.0
2025-08,EC,missing,0.0,17,0.0
2025-08,EN,"(-1,0]",0.0,3,0.0
2025-08,EN,"(-10,-5]",33.0,5,0.0
2025-08,EN,"(-15,-10]",75.0,7,0.0
2025-08,EN,"(-30,-15]",40.0,2,0.0
2025-08,EN,"(-5,-1]",19.0,8,0.0
2025-08,EN,"(0,1]",0.0,5,5.0
2025-08,EN,"(1,5]",0.0,21,71.0
2025-08,EN,"(10,15]",0.0,10,128.0
2025-08,EN,"(15,30]",0.0,25,617.0
2025-08,EN,"(30,60]",0.0,13,569.0
2025-08,EN,"(5,10]",0.0,14,112.0
2025-08,EN,"(60,120]",0.0,7,566.0
2025-08,EN,> 120,0.0,3,541.0
2025-08,EXP,"(-1,0]",0.0,1,0.0
2025-08,EXP,"(-10,-5]",31.0,4,0.0
2025-08,EXP,"(-15,-10]",10.0,1,0.0
2025-08,EXP,"(-30,-15]",116.0,5,0.0
2025-08,EXP,"(-5,-1]",8.0,6,0.0
2025-08,EXP,"(-60,-30]",129.0,3,0.0
2025-08,EXP,"(0,1]",0.0,4,4.0
2025-08,EXP,"(1,5]",0.0,2,8.0
2025-08,EXP,"(10,15]",0.0,2,22.0
2025-08,EXP,"(15,30]",0.0,7,151.0
2025-08,EXP,"(30,60]",0.0,4,153.0
2025-08,EXP,"(5,10]",0.0,5,39.0
2025-08,EXP,"(60,120]",0.0,2,159.0
2025-08,EXP,<= -60,70.0,1,0.0
2025-08,EXP,> 120,0.0,1,191.0
2025-08,EXP,missing,0.0,1,0.0
2025-08,IC,"(-1,0]",0.0,136,0.0
2025-08,IC,"(-10,-5]",2298.0,350,0.0
2025-08,IC,"(-15,-10]",1377.0,119,0.0
2025-08,IC,"(-30,-15]",1214.0,63,0.0
2025-08,IC,"(-5,-1]",1438.0,602,0.0
2025-08,IC,"(-60,-30]",161.0,5,0.0
2025-08,IC,"(0,1]",0.0,182,182.0
2025-08,IC,"(1,5]",0.0,503,1725.0
2025-08,IC,"(10,15]",0.0,227,2901.0
2025-08,IC,"(15,30]",0.0,253,5549.0
2025-08,IC,"(30,60]",0.0,165,7397.0
2025-08,IC,"(5,10]",0.0,319,2524.0
2025-08,IC,"(60,120]",0.0,74,5870.0
2025-08,IC,> 120,0.0,34,7214.0
2025-08,IC,missing,0.0,8,0.0
2025-08,ICN,"(-1,0]",0.0,30,0.0
2025-08,ICN,"(-10,-5]",867.0,134,0.0
2025-08,ICN,"(-15,-10]",366.0,32,0.0
2025-08,ICN,"(-30,-15]",834.0,39,0.0
2025-08,ICN,"(-5,-1]",348.0,140,0.0
2025-08,ICN,"(-60,-30]",479.0,15,0.0
2025-08,ICN,"(0,1]",0.0,44,44.0
2025-08,ICN,"(1,5]",0.0,92,299.0
2025-08,ICN,"(10,15]",0.0,16,195.0
2025-08,ICN,"(15,30]",0.0,23,486.0
2025-08,ICN,"(30,60]",0.0,20,882.0
2025-08,ICN,"(5,10]",0.0,56,440.0
2025-08,ICN,"(60,120]",0.0,8,649.0
2025-08,ICN,> 120,0.0,3,518.0
2025-08,IR,"(-5,-1]",3.0,1,0.0
2025-08,MET,"(-1,0]",0.0,733,0.0
2025-08,MET,"(-10,-5]",592.0,107,0.0
2025-08,MET,"(-15,-10]",48.0,4,0.0
2025-08,MET,"(-5,-1]",5936.0,3208,0.0
2025-08,MET,"(0,1]",0.0,1276,1276.0
2025-08,MET,"(1,5]",0.0,1091,2902.0
2025-08,MET,"(10,15]",0.0,19,237.0
2025-08,MET,"(15,30]",0.0,19,436.0
2025-08,MET,"(30,60]",0.0,4,174.0
2025-08,MET,"(5,10]",0.0,59,417.0
2025-08,MET,missing,0.0,45,0.0
2025-08,NCL,"(-30,-15]",36.0,2,0.0
2025-08,NCL,"(-60,-30]",67.0,2,0.0
2025-08,NCL,"(1,5]",0.0,2,6.0
